edition,time_period,value
200603,2002-02,106.04
200603,2002-03,110.82
200603,2002-04,107.53
200603,2002-05,110.87
200603,2002-06,112.46
200603,2002-07,110.72
200603,2002-08,109.43
200603,2002-09,108.9
200603,2002-10,112.23
200603,2002-11,110.5
200603,2002-12,114.04
200603,2003-01,106.83
200603,2003-02,103.06
200603,2003-03,101.12
200603,2003-04,104.98
200603,2003-05,103.77
200603,2003-06,102.12
200603,2003-07,102.39
200603,2003-08,103.94
200603,2003-09,103.28
200603,2003-10,106.86
200603,2003-11,107.0
200603,2003-12,111.72
200603,2004-01,107.65
200603,2004-02,106.99
200603,2004-03,108.92
200603,2004-04,111.85
200603,2004-05,110.9
200603,2004-06,112.32
200603,2004-07,113.67
200603,2004-08,111.73
200603,2004-09,111.99
200603,2004-10,110.42
200603,2004-11,112.45
200603,2004-12,115.43
200603,2005-01,116.57
200603,2005-02,120.19
200603,2005-03,118.17
200603,2005-04,119.35
200603,2005-05,121.32
200603,2005-06,121.35
200603,2005-07,122.16
200603,2005-08,124.5
200603,2005-09,125.69
200603,2005-10,126.11
200603,2005-11,126.12
200603,2005-12,123.24
200603,2006-01,124.99
200604,1995-01,77.87
200604,1995-02,74.54
